path,category,owner,main_classes,main_functions,used_by,tests,status,notes
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/branching_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/branching_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/branching_split_summary.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/final_aggregated_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/final_appendix_table.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/final_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/final_case_classification.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/final_case_completion.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/final_config.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/final_environment.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/final_evaluation_report.md,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/final_failures.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/final_method_inventory.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/final_paired_comparisons.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/final_raw_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/final_report_table.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/final_resource_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/final_route_ids.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/final_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/final_strategy_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/final_workload_summary.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/fixed_route_workload_summary.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/joao_aggregated_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/joao_case_classification.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/joao_failures.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/joao_final_readiness.md,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/joao_method_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/joao_method_environment.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/joao_method_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/joao_raw_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/joao_resource_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/joao_strategy_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_rolling_horizon_norm_seed2_4_5/parksong_processing_time_estimates_summary.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/branching_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/branching_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/branching_split_summary.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/final_aggregated_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/final_appendix_table.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/final_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/final_case_classification.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/final_case_completion.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/final_config.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/final_environment.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/final_evaluation_report.md,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/final_failures.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/final_method_inventory.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/final_paired_comparisons.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/final_raw_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/final_report_table.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/final_resource_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/final_route_ids.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/final_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/final_strategy_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/final_workload_summary.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/fixed_route_workload_summary.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/joao_aggregated_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/joao_case_classification.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/joao_failures.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/joao_final_readiness.md,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/joao_method_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/joao_method_environment.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/joao_method_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/joao_raw_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/joao_resource_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold06_idle15_unc6_seed5/joao_strategy_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/branching_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/branching_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/branching_split_summary.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/final_aggregated_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/final_appendix_table.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/final_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/final_case_classification.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/final_case_completion.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/final_config.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/final_environment.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/final_evaluation_report.md,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/final_failures.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/final_method_inventory.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/final_paired_comparisons.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/final_raw_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/final_report_table.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/final_resource_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/final_route_ids.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/final_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/final_strategy_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/final_workload_summary.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/fixed_route_workload_summary.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/joao_aggregated_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/joao_case_classification.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/joao_failures.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/joao_final_readiness.md,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/joao_method_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/joao_method_environment.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/joao_method_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/joao_raw_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/joao_resource_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold07_idle2_unc8/joao_strategy_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/branching_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/branching_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/branching_split_summary.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/final_aggregated_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/final_appendix_table.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/final_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/final_case_classification.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/final_case_completion.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/final_config.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/final_environment.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/final_evaluation_report.md,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/final_failures.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/final_method_inventory.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/final_paired_comparisons.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/final_raw_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/final_report_table.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/final_resource_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/final_route_ids.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/final_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/final_strategy_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/final_workload_summary.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/fixed_route_workload_summary.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/joao_aggregated_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/joao_case_classification.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/joao_failures.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/joao_final_readiness.md,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/joao_method_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/joao_method_environment.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/joao_method_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/joao_raw_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/joao_resource_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_threshold08_idle2_unc10/joao_strategy_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15/branching_split_summary.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15/final_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15/final_config.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15/final_environment.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15/final_method_inventory.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15/final_raw_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15/final_route_ids.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15/final_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15/final_strategy_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15/final_workload_summary.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15/fixed_route_workload_summary.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15/joao_method_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15/joao_method_environment.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15/joao_method_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/branching_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/branching_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/branching_split_summary.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/final_aggregated_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/final_appendix_table.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/final_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/final_case_classification.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/final_case_completion.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/final_config.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/final_environment.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/final_evaluation_report.md,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/final_failures.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/final_method_inventory.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/final_paired_comparisons.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/final_raw_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/final_report_table.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/final_resource_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/final_route_ids.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/final_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/final_strategy_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/final_workload_summary.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/fixed_route_workload_summary.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/joao_aggregated_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/joao_case_classification.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/joao_failures.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/joao_final_readiness.md,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/joao_method_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/joao_method_environment.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/joao_method_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/joao_raw_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/joao_resource_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_exp15_seed5/joao_strategy_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/branching_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/branching_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/branching_split_summary.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/final_aggregated_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/final_appendix_table.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/final_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/final_case_classification.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/final_case_completion.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/final_config.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/final_environment.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/final_evaluation_report.md,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/final_failures.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/final_method_inventory.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/final_paired_comparisons.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/final_raw_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/final_report_table.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/final_resource_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/final_route_ids.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/final_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/final_strategy_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/final_workload_summary.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/fixed_route_workload_summary.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/joao_aggregated_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/joao_case_classification.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/joao_failures.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/joao_final_readiness.md,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/joao_method_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/joao_method_environment.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/joao_method_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/joao_raw_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/joao_resource_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin005_seeds2_5/joao_strategy_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin01/branching_split_summary.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin01/final_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin01/final_config.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin01/final_environment.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin01/final_method_inventory.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin01/final_raw_metrics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin01/final_route_ids.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin01/final_run_config.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin01/final_strategy_diagnostics.csv,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin01/final_workload_summary.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin01/fixed_route_workload_summary.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin01/joao_method_artifact_hashes.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin01/joao_method_environment.json,result artifact,João-owned,,,,,audited,
joao/results/parksong_calibration_20260716/preset_wait05_margin01/joao_method_run_config.json,result artifact,João-owned,,,,,audited,
